Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
348512374,-1643,0980,-0697,0043,0000,0047,088.6203,019.4921,030.9886
348518026,-1646,0957,-0667,0049,-0001,0045,089.4287,020.0787,030.8047
348523771,-1642,0959,-0707,0049,-0003,0049,088.8211,019.2072,030.1042
348529530,-1649,0964,-0709,0050,-0009,0047,090.3033,020.5664,030.3230
348535294,-1633,0967,-0695,0044,-0015,0040,090.0179,020.3337,030.3156
348541133,-1605,0943,-0699,0047,-0020,0034,089.4519,020.0730,030.6856
348546940,-1613,0941,-0691,0043,-0018,0024,090.3061,020.6483,030.4003
348552785,-1591,0958,-0723,0034,-0020,0021,089.9285,020.2465,030.2376
348558601,-1598,0965,-0737,0032,-0021,0013,090.6796,021.4315,031.1865
348564475,-1604,0948,-0685,0025,-0019,0011,090.8554,021.5543,031.1140
348570321,-1587,0957,-0748,0026,-0016,0006,089.4374,020.0009,030.5120
348576124,-1590,0955,-0734,0025,-0014,0005,091.6606,022.3252,031.1910
348581904,-1610,0965,-0733,0022,-0009,0002,090.8626,021.4821,030.9574
348587637,-1637,0963,-0724,0026,-0010,0004,090.6725,021.3046,030.9300
348593429,-1625,0963,-0727,0029,-0007,0001,090.4367,020.8048,030.3999
348599120,-1619,0969,-0737,0034,-0005,0000,090.5680,021.0795,030.6768
348604727,-1622,0976,-0714,0035,-0001,-0002,090.7305,021.3632,030.9184
348610426,-1626,0985,-0716,0035,0004,0003,089.7457,020.5809,031.0456
348616115,-1632,0980,-0735,0030,0010,0000,089.7129,020.6463,031.2209
348621696,-1631,0972,-0724,0023,0013,0002,090.4694,021.1570,030.9587
348627498,-1621,0968,-0715,0024,0024,0003,090.2296,020.8390,030.7678
348633259,-1620,0954,-0732,0016,0019,0000,090.0552,020.7300,030.8519
348638912,-1621,0959,-0712,0011,0019,0002,091.0296,021.3411,030.4481
348644688,-1628,0946,-0724,0018,0018,0007,090.0744,020.6193,030.6316
348650482,-1646,0948,-0744,0015,0017,0003,090.9931,021.0948,030.0882
348656253,-1630,0948,-0736,0018,0019,0005,091.4976,021.4310,029.9186
348662105,-1630,0955,-0722,0022,0019,0002,091.1492,021.3081,030.2204
348667892,-1625,0967,-0710,0022,0025,0003,090.5279,020.8654,030.3841
348673631,-1618,0965,-0717,0026,0017,0002,089.8802,020.5438,030.8031
348679420,-1594,0972,-0734,0031,0021,0002,090.2759,020.8862,030.8100
348685234,-1612,1004,-0728,0035,0017,0002,090.6298,021.5645,031.4649
348691099,-1606,1003,-0741,0044,0013,0005,089.5498,020.8902,031.9789
348696906,-1632,1008,-0746,0048,0008,0009,090.1671,021.4478,031.9829
348702646,-1626,1007,-0759,0051,0004,0015,090.1105,021.2341,031.6682
348708414,-1632,1020,-0725,0059,-0001,0021,090.5466,021.7003,031.7812
348714208,-1634,1001,-0729,0056,-0006,0024,089.0514,020.5189,032.0315
348719951,-1621,1002,-0737,0054,-0008,0027,089.8029,020.8651,031.4299
348725766,-1616,0986,-0726,0053,-0003,0031,089.9452,021.1849,031.7661
